text,word_count,sentiment_score,hinglish_word_count,has_hinglish_words,avg_word_length,uppercase_ratio,code_switching_score,language
Each traditional force choose Statement culture support bank risk Foreign indeed wrong against Perform team almost effort artist word Region hand soldier south laugh yes same either,27,-0.065,0,False,5.7407407407407405,0.027624309392265192,0.0,English
Entire training bank turn pretty laugh really Live letter reflect reflect teacher maintain Idea but series bad big Employee six per From find kid across degree break,27,-0.002272727272727241,0,False,5.148148148148148,0.030303030303030304,0.0,English
Style particularly do tumhe job Party mein aur unka ko nahi Series although later Bahut time ho gaya Out owner kuch now check trial exist,25,0.08333333333333333,8,True,4.52,0.0364963503649635,0.32,Hinglish
Subject site great spend age Participant way now scientist Resource majority impact service History end new across everybody Serious production show step collection police,24,0.10909090909090911,0,False,6.166666666666667,0.029239766081871343,0.0,English
Goal quickly go give Test use bag soon Know marriage author while ball Less against kid ask use Cultural institution entire ready involve remain Require reflect system,27,0.09333333333333334,0,False,5.222222222222222,0.03592814371257485,0.0,English
What s happening sab Left several structure galat leg tumhara hai hai Ghar pe koi nahi hai Movie kaisi lagi thi,21,0.0,9,True,4.333333333333333,0.036036036036036036,0.42857142857142855,Hinglish
Student place upon newspaper score clearly Around join poor outside crime particularly rise Figure range door worry Bad movie summer hour create Very today third treat,26,-0.09047619047619045,0,False,5.461538461538462,0.029940119760479042,0.0,English
yaar ago idea hit jaana lead benefit jaana kam koi nahi karenge Treatment worker parent read Reduce citizen karo along factor woman,22,0.0,8,True,5.0,0.015267175572519083,0.36363636363636365,Hinglish
Bring carry several away seat authority Homework complete kar liya pyaar consider lead matlab House memory daughter such interesting you beautiful career,22,0.29,2,True,6.0,0.0196078431372549,0.09090909090909091,Hinglish
Person several get difference travel Within pick want miss In face without also trade apply interview wide To meet history information theory whether whole,24,0.03333333333333333,0,False,5.5,0.025806451612903226,0.0,English
Science bhai herself institution humko kya area Traffic bahut heavy thi Exactly reveal wind theek spring nearly Run kitchen yard cover,21,0.049999999999999996,5,True,5.428571428571429,0.029850746268656716,0.23809523809523808,Hinglish
Main busy hoon Tum acha nahi tum Traditional ho nor ten Mujhe pata hai Bahut time ho gaya Value represent year pyaar must everybody resource,25,0.06666666666666667,12,True,4.64,0.04285714285714286,0.48,Hinglish
humko pata woh acha Ghar koi koi nahi hai nahi teach kya mujhe Scene west specific rest Success collection baat,20,0.15,13,True,4.6,0.02702702702702703,0.65,Hinglish
The Port Shannon Lates won their match against Lake Steven with an impressive score The team s you strategy proved effective as Kathleen Parker scored the winning point,28,0.7000000000000001,0,False,5.035714285714286,0.05357142857142857,0.0,English
Help tonight black against low provide push Role hit together himself scene class Order model weight Glass laugh door push These with son morning former attack Scene day eye reach nothing thought officer Almost interview ground where yes By fly current example organization candidate Next drug purpose take meet three federal Manager three month degree Box your shake too I thought,61,0.13333333333333333,0,False,5.262295081967213,0.031496062992125984,0.0,English
President customer church scene prevent someone Above her fund trial wonder let expert Officer company total everything two it toward consumer Chance can air international city site Ahead state partner above,31,0.0,0,False,5.709677419354839,0.024154589371980676,0.0,English
kuch thoda third city decision west Mera phone dead ho gaya First senior husband bed tumhara player International certain nahi area arm more,23,0.12738095238095237,6,True,5.130434782608695,0.02142857142857143,0.2608695652173913,Hinglish
Internet slow chal bhai bahut Tum kahan ho mujhe Health apna sab apna you network tend nearly Community social mera give put person,23,-0.05555555555555557,9,True,4.739130434782608,0.030534351145038167,0.391304347826087,Hinglish
Work son everyone consumer offer draw manager Growth red process other outside still Save thus community task raise know Drug ground mother Song not every she Material certainly sit news room Learn course thank so phone fish,37,0.02232142857142857,0,False,5.081081081081081,0.03125,0.0,English
Yaar ki kya karo bolo scene hai because Identify pyaar hum I raha quite Pass tonight mention family Exist population write baat long power work,25,-0.05,10,True,4.76,0.03496503496503497,0.4,Hinglish
Mother nature keh image Movie kaisi lagi thi yaar explain energy main ready risk early walk Bahut time ho gaya,20,0.15555555555555556,5,True,4.55,0.02727272727272727,0.25,Hinglish
Main baat hoon Traffic koi heavy pata because koi talk who apna public dil rather Yaar please help karo Kya scene hai,22,-0.011111111111111118,11,True,4.363636363636363,0.03418803418803419,0.5,Hinglish
Worker hundred eat Position animal small ten successful brother These road can above certain Ball national always seat common,19,0.06904761904761905,0,False,5.631578947368421,0.032,0.0,English
Great man eye message Nearly east consumer lot six read experience Be offer born benefit present Begin reflect response attorney age north Door treat look lay those building Writer where player Within peace remember political whole Away necessary security since Those themselves act center appear reach be maintain,48,0.14285714285714285,0,False,5.5625,0.028662420382165606,0.0,English
Recognize plant throughout natural Dinner him not cost follow he measure capital Civil pull role Position perhaps argue act both,20,0.1,0,False,5.45,0.03125,0.0,English
Aaj ka plan kya hai yeh pe karna nahi hai bahut She wear program Heavy of tera tumhara Feeling indeed himself draw result game outside,25,-0.20000000000000004,9,True,4.4,0.029850746268656716,0.36,Hinglish
raha mujhe hai Tum humko ho hamara hamara manager main some se When conference management this Phone help sab debate,20,0.16666666666666666,11,True,4.85,0.02586206896551724,0.55,Hinglish
Amount laugh vote attack industry floor everything Meeting ko hui hamara Price yeah ho aur Well instead later nice economic,20,0.27499999999999997,4,True,5.2,0.032520325203252036,0.2,Hinglish
Situation many bolo never kya family unko der mein matlab Long every majority acha sort project line country Homework complete kar liya,22,0.18333333333333335,5,True,5.181818181818182,0.022222222222222223,0.22727272727272727,Hinglish
Project task boy behind travel buy Inside significant job work ready Pull amount financial history nothing Standard trade any new happen century matter Side check finish mission tough Loss federal attack participant,32,-0.01107503607503608,0,False,5.75,0.027906976744186046,0.0,English
ho galat apna gaya Homework complete kar liya because Everything development history hum Maine keh dekha hai Kind at bag old year suddenly,23,0.19999999999999998,6,True,5.043478260869565,0.028985507246376812,0.2608695652173913,Hinglish
Religious example find probably bhai theek Bahut time humko gaya What political certainly ki bahut Mera phone dead ho gaya,20,0.0035714285714285657,8,True,5.15,0.03278688524590164,0.4,Hinglish
Page college knowledge whether him Office possible finally ability natural Open similar state foreign Necessary heart deep Summer whom others recognize easy,22,0.045370370370370366,0,False,6.136363636363637,0.03205128205128205,0.0,English
Region must thousand line result pay production Leave social big analysis sense public Member activity back spend as open claim,20,0.006666666666666666,0,False,5.4,0.023622047244094488,0.0,English
acha nahi unko aayega hoga kaisi lagi unko because May toward karo pattern keh significant house support Detail firm teacher karna I remember none bank,25,0.0875,8,True,5.08,0.019867549668874173,0.32,Hinglish
Guy toward likely thought Energy so rock finally for especially Always to certainly read bank Hard oil nation carry Significant course city Probably stock the suffer east discussion east Role cover meet hard never career evening Certain official serve result stage Million election recent serve hand Yes American green he east eye interview,53,0.0018398268398268308,0,False,5.433962264150943,0.03235294117647059,0.0,English
Sell month become create rule whose Key town toward bank court everyone hit Reveal month any practice two alone material wind Interview true enter mean Perform school talk language edge affect,31,0.012499999999999992,0,False,5.225806451612903,0.026041666666666668,0.0,English
Section perhaps cell check than stage realize Magazine receive identify option adult loss Require player organization remember might Between sense challenge bit side machine Reality truth nation many expert politics high crime Build experience question,35,0.25333333333333335,0,False,6.228571428571429,0.023809523809523808,0.0,English
Homework complete tumhe liya Kya scene ho because Well offer tumhe mera Wife individual commercial hope fall National husband safe toward yeh about,23,0.15,6,True,5.434782608695652,0.034013605442176874,0.2608695652173913,Hinglish
The latest developments in lose technology show promising results Researchers at Henderson Inc have announced a breakthrough in scale killer bandwidth This could revolutionize how we mesh intuitive platforms according to experts,32,0.35,0,False,6.15625,0.021929824561403508,0.0,English
se off available individual section seem concern karo Main busy hoon Check very moment yaar school ho tough You discover able relate,22,0.13968253968253969,5,True,5.045454545454546,0.022727272727272728,0.22727272727272727,Hinglish
kam reschedule hui hai Main busy hoon because tum chance series hum pyaar Serious number become where gun Mujhe pata hai,21,-0.022222222222222216,9,True,4.761904761904762,0.025,0.42857142857142855,Hinglish
Face pass save green age something fire us Commercial recognize candidate community world whatever Position late dream again reason see country Child doctor table end serious,26,-0.20833333333333331,0,False,5.730769230769231,0.022988505747126436,0.0,English
humko you help tera acha operation without address karenge mujhe Tum kahan ho Effect game station soldier section theek according,20,-0.4,8,True,5.5,0.015503875968992248,0.4,Hinglish
jyada pyaar include real head yaar leave Main busy galat unko woh you East education wind discuss support attorney Main busy hoon,22,0.14666666666666667,8,True,4.909090909090909,0.023255813953488372,0.36363636363636365,Hinglish
Answer heart area Whether ground media chair tree Be cell specific mean anything president week Cell finish loss above Politics study street describe become floor protect New education interest these up along if Pull bring back,36,-0.03522727272727273,0,False,5.333333333333333,0.030837004405286344,0.0,English
Party mujhe tera late mat hona Mera phone dead ho gaya kya dil rest son admit bahut Stop sport language production ki shake nice fund,25,0.033333333333333326,8,True,4.36,0.022556390977443608,0.32,Hinglish
Mera phone dead ho gaya galat complete nahi liya because samajh pressure box play against mother Long by against karna start magazine would,23,-0.05000000000000001,6,True,5.086956521739131,0.014388489208633094,0.2608695652173913,Hinglish
Hit enough everybody your letter deal So kid memory if choice Available at alone room world Local under hotel local within finish yeah Exist plan line appear its hear agree Summer her general sit Thing school indeed against street for director Order local assume whole give Fear game even produce address measure,52,0.031250000000000014,0,False,5.019230769230769,0.028846153846153848,0.0,English
ko ka plan kya hai baat hum hoon koi Ability movie mera turn realize appear both just Movie kaisi lagi thi,21,0.0,7,True,4.095238095238095,0.018867924528301886,0.3333333333333333,Hinglish
Them police beyond short Indicate spend close Option clear forward collection same Understand stop large Material anyone fall public leg forget else test Against economy little whole,27,0.04668367346938775,0,False,5.777777777777778,0.03296703296703297,0.0,English
Action hour owner country particular for Skill be personal plant face choice Claim event our town enjoy tell decade Look item believe entire parent Late tell some big result whatever Worker against group trade Across within great trouble,38,0.10740740740740742,0,False,5.2631578947368425,0.029535864978902954,0.0,English
Allow example important between Finally yeah bank stuff plan night tend Cover remember drive list understand herself Within resource increase series Mrs movement official suffer process foot Statement total food,30,0.13333333333333333,0,False,6.066666666666666,0.02843601895734597,0.0,English
Benefit realize true seek End laugh wind lose own answer Watch cut condition quite individual word Prepare loss miss manage certain product discussion Information require sign international find country style Rich what fight answer be,35,0.2627551020408163,0,False,5.714285714285714,0.02564102564102564,0.0,English
Check this out unko We humko a receive dekho karenge yaar koi Energy live per blood Offer value push cut physical him television tumhara,24,0.06818181818181818,7,True,4.708333333333333,0.029411764705882353,0.2916666666666667,Hinglish
Work pass list yourself Than near stop exist career Doctor phone floor marriage campaign property safe avoid Arrive share cell painting information environment,23,0.3,0,False,5.956521739130435,0.025157232704402517,0.0,English
Homework complete kar liya Main busy thoda because People thought ko karna kam quality try Live seek close behavior Mujhe pata hai,22,0.12575757575757576,8,True,4.954545454545454,0.038461538461538464,0.36363636363636365,Hinglish
Let me yaar bolo Several tumhe he aur store another training ho dekho Tum kahan ho Meeting reschedule hui hai,20,0.0,9,True,4.5,0.03669724770642202,0.45,Hinglish
Amount thank arm treatment If add compare book use Often agreement phone authority Conference parent each drug table accept Allow move center executive hand situation whether Hope participant his side Almost material describe whom according deep,36,-0.05,0,False,5.833333333333333,0.02857142857142857,0.0,English
Pm your mind value education upon Place success model big could today Culture him why them thing more You any member anything inside throughout civil,25,0.26666666666666666,0,False,5.0,0.026845637583892617,0.0,English
kya you tumhara dekho pyaar painting continue ever tum apna karenge Create think necessary no occur nahi career Tum kahan ho,21,0.0,10,True,4.9523809523809526,0.016129032258064516,0.47619047619047616,Hinglish
Information cup sister Yaar bhai hamara karo matlab dekho main any Model unit karenge already improve Internet slow chal raha hai,21,-0.0666666666666667,10,True,5.190476190476191,0.031007751937984496,0.47619047619047616,Hinglish
Final at play second management Receive minute maintain direction mean Ask sound budget international go reflect Act experience worry between Its list increase level choose improve small Machine fast positive woman Read five lose now,35,0.03309659090909091,0,False,5.685714285714286,0.030042918454935622,0.0,English
Internet slow chal ko hai Mera phone pyaar ho tera because Room feel more audience pyaar glass political stage Relate save ever grow white mera news,26,0.04999999999999999,8,True,4.730769230769231,0.02702702702702703,0.3076923076923077,Hinglish
Exist child follow the Before part professor world nature star beautiful couple Sign interview every us technology Morning into none safe power,22,0.675,0,False,5.545454545454546,0.027972027972027972,0.0,English
Trouble jyada theek suggest eye material wish large Party baat aana late jaana hona Father gun two remain modern acha hoga chance,22,-0.021428571428571422,6,True,4.909090909090909,0.023255813953488372,0.2727272727272727,Hinglish
Also nature laugh together air Mother institution house production art itself Even letter body American So put stuff Never look take those bill store money Team our safe guy she hear simple Next rate significant enjoy Series offer seven first Maintain major travel official Bag worker check question,48,0.20972222222222225,0,False,5.25,0.03678929765886288,0.0,English
Everyone relationship note hear positive main baat busy acha yeh out likely tree speech voice only military tum answer fly lay manager who particular,24,0.17007575757575757,5,True,5.25,0.006711409395973154,0.20833333333333334,Hinglish
ko design koi talk Party mein aana late mat hoga Improve nahi low bhai yaar ki Everything set field thought lose exist term,23,-0.15,7,True,4.391304347826087,0.024390243902439025,0.30434782608695654,Hinglish
Clearly figure plant recognize expert unka tum bahut heavy karna Discover and ready koi way Others service despite source artist huge produce,22,0.12500000000000003,5,True,5.454545454545454,0.02127659574468085,0.22727272727272727,Hinglish
jaana kya large old almost tumhara trade until Kya scene hai Form instead book main history financial nahi Movie kaisi lagi thi,22,0.12023809523809523,7,True,4.818181818181818,0.023622047244094488,0.3181818181818182,Hinglish
Trouble any single worry yard country it Home many center two Can appear peace dream That air author Hit still marriage large put chair plan,25,0.06857142857142856,0,False,4.64,0.03571428571428571,0.0,English
Stay few dinner form late Loss bit customer be Soon manage difference owner process class Doctor future camera end continue I focus Civil lay little note Have seat nor already tonight Five knowledge wind security impact,36,-0.171875,0,False,5.111111111111111,0.0365296803652968,0.0,English
Thousand good once trial exist draw Huge six pressure meet religious family Draw next administration land sometimes Not beat occur field special loss,23,0.2914285714285715,0,False,5.521739130434782,0.026845637583892617,0.0,English
Set into recently protect level describe page Happy method woman art consider nation system culture Response leave week physical State police prove message member network test create Sister leave accept service reach test high woman,35,0.24000000000000002,0,False,5.6571428571428575,0.021551724137931036,0.0,English
Aaj ka plan kya se Meeting reschedule hui pyaar nahi Usually star member bolo pyaar Staff group long happy baby early,21,0.15,6,True,4.619047619047619,0.03418803418803419,0.2857142857142857,Hinglish
Mera phone kya yaar gaya Homework complete kar tumhara unko Able wide response humko probably koi tum Strong ki at left use once,23,0.18666666666666668,9,True,4.608695652173913,0.03125,0.391304347826087,Hinglish
Bring karna senior board doctor Meeting reschedule hui jyada Approach follow kam media Meeting reschedule hui hai Kya scene hai,20,0.0,6,True,5.4,0.03937007874015748,0.3,Hinglish
True edge performance point They ready out add less prove Since program act country Surface us three teach Exactly natural front recognize quality central past So in financial sign,29,0.03333333333333334,0,False,5.241379310344827,0.03333333333333333,0.0,English
Main busy hoon Mera phone dead ki kya because Place away success pata southern Protect tera election Party mein aana late mat hona,23,0.011111111111111108,6,True,4.695652173913044,0.038461538461538464,0.2608695652173913,Hinglish
Sound head teach interesting mean Smile market building again Address floor into together trouble speech nothing Friend rest add model issue marriage century fund Woman perform participant letter civil,29,0.1375,0,False,5.9655172413793105,0.024875621890547265,0.0,English
unka woh out tumhara samajh pressure late ghar acha Ready land aur painting Accept main mouth Religious hum approach travel,20,0.01666666666666667,9,True,5.2,0.024390243902439025,0.45,Hinglish
Make like group same understand support expert However plan member seem Apply family prevent between back Outside view specific these Finally prepare manager main call wife television Listen position a sea hot Gun several response possible plan food worry standard More me experience tough manage work Indicate five occur miss several we beautiful,53,0.09841269841269841,1,True,5.566037735849057,0.025936599423631124,0.018867924528301886,English
Yaar pata help karo Kya dil hai because Government painting green field make ago consumer Kitni der mein aayega Kya scene hai,22,-0.2,8,True,4.7272727272727275,0.04,0.36363636363636365,Hinglish
Homework complete raha liya Aaj nahi acha kya hai because Really share ho collection Attention year under memory pata field customer,21,0.15000000000000002,7,True,5.333333333333333,0.030303030303030304,0.3333333333333333,Hinglish
Front member just suggest soon Cause successful my cost reveal Anything help young hard current Remember personal message group each Standard eye draw rate who Not east bring not ability computer,31,0.09305555555555556,0,False,5.32258064516129,0.03076923076923077,0.0,English
Such buy church easy individual from Debate defense true financial finally as seven Develop and memory money Popular easy them second,21,0.20185185185185184,0,False,5.380952380952381,0.03007518796992481,0.0,English
Traffic bahut heavy thi Movie hum lagi thoda because tera aur theek add apna church Aaj ka plan kya hai,20,-0.2,9,True,4.2,0.02912621359223301,0.45,Hinglish
Protect with door apply many much without Forget war myself science house happy article Among use our mother Simple trial development challenge almost,23,0.375,0,False,5.565217391304348,0.02666666666666667,0.0,English
sab der jyada aayega Movie kaisi lagi thi because humko member bahut hoga Coach home aur determine Quality thus government into,21,0.0,6,True,5.095238095238095,0.023622047244094488,0.2857142857142857,Hinglish
Down support clearly learn focus popular However push floor among brother wide Office research natural Less offer worry right Than always better voice fund,24,0.14543650793650792,0,False,5.5,0.03225806451612903,0.0,English
Political beautiful individual together forget affect Certainly material night Until evidence kind attorney read concern sister Play hospital painting spring morning success laugh Door enough leave move all away go Member until mind allow statement Member study where force option statement strategy,42,0.2830357142857143,0,False,6.142857142857143,0.023411371237458192,0.0,English
Student sister choice million special Without hour wonder keep lose east Score school suddenly avoid town worker north Economic glass cell family population walk follow Occur early difference need billion action,31,0.1514285714285714,0,False,5.838709677419355,0.023696682464454975,0.0,English
Against gun design Word stock mouth history receive board Law use plant wife contain two herself,16,0.0,0,False,5.0625,0.03125,0.0,English
That s karna main Over blue believe approach college his bahut sab kya Main busy hoon Involve detail karo management force various three,23,0.08666666666666667,7,True,4.956521739130435,0.029411764705882353,0.30434782608695654,Hinglish
Forward cost reveal dream senior level my Four describe ability mean traditional Try fear political feeling point whether Though behind daughter dinner green seven Any seven offer woman difference from Improve agency recent back,34,-0.13035714285714287,0,False,5.735294117647059,0.02631578947368421,0.0,English
Red our book beautiful begin catch thus Garden they lawyer wait order fund member table Trade hundred may individual law necessary,21,0.2125,0,False,5.238095238095238,0.023076923076923078,0.0,English
Critics are raving about the new film Polarized homogeneous model directed by Daniel Frost The cinematography and available performances have been particularly praised,23,0.23434343434343433,0,False,6.304347826086956,0.029940119760479042,0.0,English
Race of simply second world guy adult Democratic data surface Activity really matter issue serious check Billion learn onto at,20,-0.008333333333333318,0,False,5.35,0.031746031746031744,0.0,English
The South Christopher Hes won their match against Christopherton with an impressive score The team s many strategy proved effective as Ashley Collins scored the winning point,27,0.65,0,False,5.481481481481482,0.04597701149425287,0.0,English
Yaar bolo sab woh Internet kam chal main hai because Chance turn challenge bahut own nation Easy always many aur provide message,22,0.425,9,True,4.863636363636363,0.03125,0.4090909090909091,Hinglish
Bahut time ko gaya samajh karo lagi thi because Let tumhara fine bahut recent check Meeting reschedule hui hai Kitni der mein aayega,23,0.20833333333333334,7,True,4.782608695652174,0.030303030303030304,0.30434782608695654,Hinglish
That s apna unko se big kam adult back ghar box hum keh Who present sign partner deep environment become Yaar please help karo,24,0.02,9,True,4.291666666666667,0.023809523809523808,0.375,Hinglish
Late where system whose Program ago later Last a in deal civil Consumer paper detail interview material night Shake himself sell Thus necessary week pick Sound less join Quality in fill doctor information father learn,35,-0.011111111111111105,0,False,5.228571428571429,0.03686635944700461,0.0,English
Trade seek home adult science must entire Name share take detail Find allow performance production election magazine sell Official general its Series town picture material either media main raise,29,0.07916666666666666,1,True,5.758620689655173,0.02564102564102564,0.034482758620689655,English
Wide humko station call difference bahut kaisi raha thi Cause interesting participant Tum kahan baat Line Mr attack her Reveal bar television party ki growth,25,0.2,6,True,5.32,0.03821656050955414,0.24,Hinglish
Plan care ten remain Four way field agency Front second nature partner chair catch industry May open notice away Few city per song,23,-0.05,0,False,4.695652173913044,0.038461538461538464,0.0,English
raha as year no kam analysis big hamara Tum mera ho se current humko anything kuch bolo Goal standard girl certainly animal acha let,24,0.05357142857142857,11,True,4.541666666666667,0.015151515151515152,0.4583333333333333,Hinglish
Rest mother theory land data operation Recently many show today Paper thousand story professional Sure rest talk second Police carry possible democratic Create course offer close prepare against Ground sound today carry huge,33,0.27142857142857146,0,False,5.818181818181818,0.03125,0.0,English
Parent bahut behind karo meet approach ho Mera yaar baat ho pyaar bahut majority koi heart Million most better professor last second church,23,0.12,10,True,5.086956521739131,0.02158273381294964,0.43478260869565216,Hinglish
main fear participant ho less unit wait bhai Aaj ka tum kya hai Site ki general yaar point Aaj ka plan kya hai,23,0.016666666666666673,10,True,3.8260869565217392,0.02727272727272727,0.43478260869565216,Hinglish
Quite weight hit affect join ok guess Program challenge finally Fine media ball mouth Go nor chance from important next Room sister drug difficult artist catch tonight,27,0.16333333333333339,0,False,5.222222222222222,0.029940119760479042,0.0,English
Security billion quality base teach budget Data spend room reality fire Mr plant public rise Star spring me spend wrong Finish decide more Laugh check benefit though nature participant thus End forward health appear final action moment along Design push themselves respond daughter difference leader Number site ten national friend official politics Simply realize no rule,56,-0.044444444444444446,0,False,5.660714285714286,0.026881720430107527,0.0,English
sab sab guess rise hoga kahan ho Task pata matlab Painting daughter miss PM medical Evidence series idea nice Any rather everything ghar,23,0.3,7,True,4.956521739130435,0.04411764705882353,0.30434782608695654,Hinglish
Size decide stay field source Happy show administration avoid During note our Arm agreement somebody cold Picture medical door never enjoy,21,1.3877787807814457e-17,0,False,5.619047619047619,0.036231884057971016,0.0,English
Pass indeed bill most gun the major deal End information commercial marriage quickly doctor property Each case crime cultural man Forward everyone already when oil remember Activity factor require generation lot style Father old pull source alone,37,0.18263888888888888,0,False,5.675675675675675,0.024390243902439025,0.0,English
Former low sister You prepare later administration shake Discussion whatever already other what wear Democrat eight lay maintain kind total,20,0.07916666666666666,0,False,6.0,0.02877697841726619,0.0,English
The Jonathanstad Projects won their match against New Johnny with an impressive score The team s watch strategy proved effective as David Montoya scored the winning point,27,0.5590909090909091,0,False,5.333333333333333,0.047058823529411764,0.0,English
Break level doctor cover somebody pick yaar Meeting reschedule hui sab Current listen matlab theek kam Former hold late unit summer reflect cold,23,-0.22499999999999998,5,True,5.304347826086956,0.027777777777777776,0.21739130434782608,Hinglish
His next point while support Put notice enter knowledge Voice wrong when together perform both prove Impact tax choose occur car represent Treat home issue eight wall rule Develop five fine ability tough Respond imagine piece support discussion Stay how since test number father They subject conference,47,-0.12777777777777777,0,False,5.446808510638298,0.029801324503311258,0.0,English
Believe once everybody foot democratic fight Campaign hour growth thus animal Discuss evening great pass treatment available nearly create It require church play Hot public first born serious,28,0.20952380952380958,0,False,5.857142857142857,0.02617801047120419,0.0,English
Mujhe acha hai Ghar koi koi karo hai because bahut ho the se keh Boy benefit loss party this Meeting reschedule hui hai,23,0.0,13,True,4.217391304347826,0.03361344537815126,0.5652173913043478,Hinglish
Kya scene hai Ghar pe koi pata hai se Large special run galat real brother hoga performance particular whether soon fear,21,0.2345238095238095,9,True,4.761904761904762,0.025,0.42857142857142855,Hinglish
He hand join wind all Party mein mera late jyada hona Yard unka hot billion karna why site Main busy hoon,21,0.05416666666666667,5,True,4.0476190476190474,0.0380952380952381,0.23809523809523808,Hinglish
Build minute product public nahi mein aana hamara thoda hona Land tum middle magazine Collection bit walk Start develop tera end time green,23,-0.06666666666666667,5,True,5.086956521739131,0.02877697841726619,0.21739130434782608,Hinglish
hoga se out main Floor modern unko hope keh pyaar Both mission kam know Only will probably little main woh open,21,0.057638888888888885,9,True,4.333333333333333,0.02702702702702703,0.42857142857142855,Hinglish
ghar scene hai Movie dil lagi thi because Matter much poor risk humko away much Mujhe pata hai Including listen sometimes industry surface discover bahut,25,-0.1,8,True,5.16,0.026143790849673203,0.32,Hinglish
After cold simple attention learn sab east story kuch phone dead yeh gaya Billion agree choose happen Some theek off ten somebody heavy,23,-0.2,4,True,4.913043478260869,0.022222222222222223,0.17391304347826086,Hinglish
Machine every career add Measure bring way sing officer Cut open sit suggest my Interview thought success Huge figure admit Sound character require support eye song mind sometimes Safe big final both piece lawyer Green in let station Republican word student focus,42,0.17500000000000002,0,False,5.285714285714286,0.034220532319391636,0.0,English
apna way raha suggest ghar pyaar koi nahi hai How summer main jaana Mera nahi dead ho gaya Understand guess provide nearly red,23,-0.011111111111111118,12,True,4.521739130434782,0.023809523809523808,0.5217391304347826,Hinglish
Consumer feeling many political maybe cover black Open seem suggest practice Compare traditional coach picture Hospital none bar public professor Money know never put group there True move assume million while,31,0.09761904761904762,0,False,5.774193548387097,0.028708133971291867,0.0,English
Yeah into land college more goal Big performance skill court particularly Each see return claim history Identify speech everything my culture Total standard oil development drive start Bill citizen two impact would Amount wrong moment however woman his product Country kitchen suddenly cover rule southern Role especially agency whatever may develop poor Child painting per mother realize,57,-0.023333333333333338,0,False,5.824561403508772,0.02577319587628866,0.0,English
Partner could determine expect right me Responsibility machine cost front family Fund expert training modern then fall run Great and subject staff newspaper why media Two soon pretty time amount main so Certainly recently continue degree resource pick State blue positive analysis I apply,44,0.1958874458874459,1,True,5.568181818181818,0.027777777777777776,0.022727272727272728,English
